Participant Id,Time Gameplayed Utc,Time Sent Utc,Detail,Condition,Trial Number,FPS Mean,FPS Variance,Finish Status,Session Type,OS Version,Screen Height,Screen Width,Build,Client Time Zone,Device DPI,Device Model,Device Type,Graphics Device Name,I18n,Processor Count,Processor Frequency,Runtime Platform,System Memory Size,Times Finished Game,Correct Button,Object Count,Point 0 RT,Point 1 RT,Point 10 RT,Point 11 RT,Point 12 RT,Point 13 RT,Point 14 RT,Point 2 RT,Point 3 RT,Point 4 RT,Point 5 RT,Point 6 RT,Point 7 RT,Point 8 RT,Point 9 RT,Response Time,Response Window,Stimulus Array Time,Tap 0 RT,Tap 1 RT,Tap 10 RT,Tap 11 RT,Tap 12 RT,Tap 13 RT,Tap 14 RT,Tap 2 RT,Tap 3 RT,Tap 4 RT,Tap 5 RT,Tap 6 RT,Tap 7 RT,Tap 8 RT,Tap 9 RT,Total Taps
ucsfww0011,2019-09-12T16:26:10.564Z,2019-09-12T16:26:10.564Z,,default,0,58.30088,49.2519341,Successful,Real,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,4",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,972,0,1,3,"{99, 293}","{230, 224}",N/A,N/A,N/A,N/A,N/A,"{446, 61}",N/A,N/A,N/A,N/A,N/A,N/A,N/A,1634,-1,4000,550,500,N/A,N/A,N/A,N/A,N/A,584,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3
ucsfww0011,2019-09-12T16:26:10.564Z,2019-09-12T16:26:10.564Z,,default,1,58.30088,49.2519341,Successful,Real,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,4",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,972,0,1,3,"{456, 183}","{230, 224}",N/A,N/A,N/A,N/A,N/A,"{591, 244}",N/A,N/A,N/A,N/A,N/A,N/A,N/A,1550,-1,4000,450,567,N/A,N/A,N/A,N/A,N/A,533,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3
ucsfww0011,2019-09-12T16:26:10.564Z,2019-09-12T16:26:10.564Z,,default,2,58.30088,49.2519341,Successful,Real,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,4",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,972,0,1,4,"{456, 183}","{99, 293}",N/A,N/A,N/A,N/A,N/A,"{640, 122}","{230, 224}",N/A,N/A,N/A,N/A,N/A,N/A,2833,-1,5000,416,784,N/A,N/A,N/A,N/A,N/A,916,717,N/A,N/A,N/A,N/A,N/A,N/A,4
ucsfww0011,2019-09-12T16:26:10.564Z,2019-09-12T16:26:10.564Z,,default,3,58.30088,49.2519341,Successful,Real,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,4",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,972,0,1,4,"{249, 41}","{640, 122}",N/A,N/A,N/A,N/A,N/A,"{99, 293}","{49, 102}",N/A,N/A,N/A,N/A,N/A,N/A,3016,-1,5000,1016,817,N/A,N/A,N/A,N/A,N/A,717,466,N/A,N/A,N/A,N/A,N/A,N/A,4
ucsfww0011,2019-09-12T16:26:10.564Z,2019-09-12T16:26:10.564Z,,default,4,58.30088,49.2519341,Successful,Real,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,4",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,972,0,1,5,"{99, 293}","{427, 315}",N/A,N/A,N/A,N/A,N/A,"{591, 244}","{230, 224}","{249, 41}",N/A,N/A,N/A,N/A,N/A,2417,-1,6000,500,550,N/A,N/A,N/A,N/A,N/A,417,550,400,N/A,N/A,N/A,N/A,N/A,5
ucsfww0011,2019-09-12T16:26:10.564Z,2019-09-12T16:26:10.564Z,,default,5,58.30088,49.2519341,Successful,Real,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,4",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,972,0,0,5,"{640, 122}","{230, 224}",N/A,N/A,N/A,N/A,N/A,"{99, 293}","{456, 183}","{446, 61}",N/A,N/A,N/A,N/A,N/A,1534,-1,6000,817,717,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2
ucsfww0011,2019-09-12T16:26:10.564Z,2019-09-12T16:26:10.564Z,,default,6,58.30088,49.2519341,Successful,Real,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,4",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,972,0,1,5,"{249, 41}","{446, 61}",N/A,N/A,N/A,N/A,N/A,"{640, 122}","{427, 315}","{230, 224}",N/A,N/A,N/A,N/A,N/A,3400,-1,6000,717,550,N/A,N/A,N/A,N/A,N/A,583,584,966,N/A,N/A,N/A,N/A,N/A,5
ucsfww0011,2019-09-12T16:26:10.564Z,2019-09-12T16:26:10.564Z,,default,7,58.30088,49.2519341,Successful,Real,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,4",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,972,0,0,5,"{230, 224}","{640, 122}",N/A,N/A,N/A,N/A,N/A,"{456, 183}","{591, 244}","{249, 41}",N/A,N/A,N/A,N/A,N/A,3033,-1,6000,1100,617,N/A,N/A,N/A,N/A,N/A,1316,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3
ucsfww0011,2019-09-12T16:26:10.564Z,2019-09-12T16:26:10.564Z,,default,8,58.30088,49.2519341,Successful,Real,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,4",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,972,0,0,5,"{99, 293}","{249, 41}",N/A,N/A,N/A,N/A,N/A,"{230, 224}","{591, 244}","{49, 102}",N/A,N/A,N/A,N/A,N/A,1700,-1,6000,1150,550,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2
ucsfww0011,2019-09-12T16:26:10.564Z,2019-09-12T16:26:10.564Z,,default,9,58.30088,49.2519341,Successful,Real,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,4",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,972,0,1,5,"{591, 244}","{640, 122}",N/A,N/A,N/A,N/A,N/A,"{446, 61}","{49, 102}","{249, 41}",N/A,N/A,N/A,N/A,N/A,3083,-1,6000,817,466,N/A,N/A,N/A,N/A,N/A,534,916,350,N/A,N/A,N/A,N/A,N/A,5
ucsfww0011,2019-09-12T16:26:10.564Z,2019-09-12T16:26:10.564Z,,default,10,58.30088,49.2519341,Successful,Real,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,4",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,972,0,1,5,"{456, 183}","{99, 293}",N/A,N/A,N/A,N/A,N/A,"{446, 61}","{640, 122}","{49, 102}",N/A,N/A,N/A,N/A,N/A,2750,-1,6000,584,466,N/A,N/A,N/A,N/A,N/A,584,500,616,N/A,N/A,N/A,N/A,N/A,5
ucsfww0011,2019-09-12T16:26:10.564Z,2019-09-12T16:26:10.564Z,,default,11,58.30088,49.2519341,Successful,Real,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,4",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,972,0,0,6,"{446, 61}","{49, 102}",N/A,N/A,N/A,N/A,N/A,"{456, 183}","{230, 224}","{427, 315}","{249, 41}",N/A,N/A,N/A,N/A,2850,-1,7000,783,534,N/A,N/A,N/A,N/A,N/A,867,666,N/A,N/A,N/A,N/A,N/A,N/A,4
ucsfww0011,2019-09-12T16:26:10.564Z,2019-09-12T16:26:10.564Z,,default,12,58.30088,49.2519341,Successful,Real,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,4",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,972,0,0,6,"{249, 41}","{446, 61}",N/A,N/A,N/A,N/A,N/A,"{640, 122}","{49, 102}","{99, 293}","{427, 315}",N/A,N/A,N/A,N/A,1266,-1,7000,1266,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1
ucsfww0011,2019-09-12T16:26:10.564Z,2019-09-12T16:26:10.564Z,,default,13,58.30088,49.2519341,Successful,Real,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,4",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,972,0,0,6,"{249, 41}","{99, 293}",N/A,N/A,N/A,N/A,N/A,"{49, 102}","{591, 244}","{230, 224}","{640, 122}",N/A,N/A,N/A,N/A,2367,-1,7000,767,633,N/A,N/A,N/A,N/A,N/A,433,534,N/A,N/A,N/A,N/A,N/A,N/A,4
