,Time Gameplayed Utc,participantTaskId,Participant Id,Finish Status,Times Finished Game,Session Type,OS Version,Screen Height,Screen Width,Client Time Zone,Graphics Device Name,Processor Frequency,Runtime Platform,I18n,Processor Count,System Memory Size,Build,Device DPI,Device Model,Device Type,Trial Cue,Trial Response,Response Window,Trial Number,FPS Mean,FPS Variance,Condition,Trial Correct,RG Color Deficiency,Time Sent Utc,Detail,Finger Used
45,2023-11-29T22:46:55.8200000Z,0ee16dab-8856-4515-98f8-0e446e23d1e4,WPI1_8,Successful,0,Real,Mac OS X 10_15_7,1598,2396,Eastern Standard Time,Apple GPU,0,17,10,1,128,1.22.27,0,Safari 16.5,3,74,74,-1,3,50.5241737,1402.02783,DEFAULT,1,N/A,2023-11-29T22:46:55.8200000Z,N/A,N/A
46,2023-11-29T22:46:55.8200000Z,0ee16dab-8856-4515-98f8-0e446e23d1e4,WPI1_8,Successful,0,Real,Mac OS X 10_15_7,1598,2396,Eastern Standard Time,Apple GPU,0,17,10,1,128,1.22.27,0,Safari 16.5,3,42,42,-1,4,57.5329056,1673.44861,DEFAULT,1,N/A,2023-11-29T22:46:55.8200000Z,N/A,N/A
47,2023-11-29T22:46:55.8200000Z,0ee16dab-8856-4515-98f8-0e446e23d1e4,WPI1_8,Successful,0,Real,Mac OS X 10_15_7,1598,2396,Eastern Standard Time,Apple GPU,0,17,10,1,128,1.22.27,0,Safari 16.5,3,2,2,-1,5,57.89926,1792.064,DEFAULT,1,N/A,2023-11-29T22:46:55.8200000Z,N/A,N/A
48,2023-11-29T22:46:55.8200000Z,0ee16dab-8856-4515-98f8-0e446e23d1e4,WPI1_8,Successful,0,Real,Mac OS X 10_15_7,1598,2396,Eastern Standard Time,Apple GPU,0,17,10,1,128,1.22.27,0,Safari 16.5,3,29,29,-1,6,57.2960625,1787.178,DEFAULT,1,N/A,2023-11-29T22:46:55.8200000Z,N/A,N/A
49,2023-11-29T22:43:10.8820000Z,0ee16dab-8856-4515-98f8-0e446e23d1e4,WPI1_12,Successful,0,Real,Windows 10,1758,2995,Eastern Standard Time,"ANGLE (Intel, Intel(R) Iris(R) Plus Graphics (0x00008A52) Direct3D11 vs_5_0 ps_5_0, D3D11)",0,17,10,1,128,1.22.27,0,Chrome 119,3,12,12,-1,0,47.9526749,184.327942,DEFAULT,1,N/A,2023-11-29T22:43:10.8820000Z,N/A,N/A
50,2023-11-29T22:43:10.8820000Z,0ee16dab-8856-4515-98f8-0e446e23d1e4,WPI1_12,Successful,0,Real,Windows 10,1758,2995,Eastern Standard Time,"ANGLE (Intel, Intel(R) Iris(R) Plus Graphics (0x00008A52) Direct3D11 vs_5_0 ps_5_0, D3D11)",0,17,10,1,128,1.22.27,0,Chrome 119,3,57,57,-1,1,50.0304146,203.258133,DEFAULT,1,N/A,2023-11-29T22:43:10.8820000Z,N/A,N/A
51,2023-11-29T22:43:10.8820000Z,0ee16dab-8856-4515-98f8-0e446e23d1e4,WPI1_12,Successful,0,Real,Windows 10,1758,2995,Eastern Standard Time,"ANGLE (Intel, Intel(R) Iris(R) Plus Graphics (0x00008A52) Direct3D11 vs_5_0 ps_5_0, D3D11)",0,17,10,1,128,1.22.27,0,Chrome 119,3,-1,-1,-1,2,47.020874,157.231491,DEFAULT,1,N/A,2023-11-29T22:43:10.8820000Z,N/A,N/A
52,2023-11-29T22:43:10.8820000Z,0ee16dab-8856-4515-98f8-0e446e23d1e4,WPI1_12,Successful,0,Real,Windows 10,1758,2995,Eastern Standard Time,"ANGLE (Intel, Intel(R) Iris(R) Plus Graphics (0x00008A52) Direct3D11 vs_5_0 ps_5_0, D3D11)",0,17,10,1,128,1.22.27,0,Chrome 119,3,16,16,-1,3,50.38146,227.917252,DEFAULT,1,N/A,2023-11-29T22:43:10.8820000Z,N/A,N/A
53,2023-11-29T22:43:10.8820000Z,0ee16dab-8856-4515-98f8-0e446e23d1e4,WPI1_12,Successful,0,Real,Windows 10,1758,2995,Eastern Standard Time,"ANGLE (Intel, Intel(R) Iris(R) Plus Graphics (0x00008A52) Direct3D11 vs_5_0 ps_5_0, D3D11)",0,17,10,1,128,1.22.27,0,Chrome 119,3,3,3,-1,4,48.6812172,192.211288,DEFAULT,1,N/A,2023-11-29T22:43:10.8820000Z,N/A,N/A
54,2023-11-29T22:43:10.8820000Z,0ee16dab-8856-4515-98f8-0e446e23d1e4,WPI1_12,Successful,0,Real,Windows 10,1758,2995,Eastern Standard Time,"ANGLE (Intel, Intel(R) Iris(R) Plus Graphics (0x00008A52) Direct3D11 vs_5_0 ps_5_0, D3D11)",0,17,10,1,128,1.22.27,0,Chrome 119,3,42,42,-1,5,45.342823,128.603439,DEFAULT,1,N/A,2023-11-29T22:43:10.8820000Z,N/A,N/A
