Participant Id,Time Gameplayed Utc,Time Sent Utc,Detail,Condition,Trial Number,FPS Mean,FPS Variance,Finish Status,Session Type,Finger Used,OS Version,Screen Height,Screen Width,Build,Client Time Zone,Device DPI,Device Model,Device Type,Graphics Device Name,I18n,Processor Count,Processor Frequency,Runtime Platform,System Memory Size,Times Finished Game,Correct Button,Object Count,Point 0 RT,Point 1 RT,Point 10 RT,Point 11 RT,Point 12 RT,Point 13 RT,Point 14 RT,Point 2 RT,Point 3 RT,Point 4 RT,Point 5 RT,Point 6 RT,Point 7 RT,Point 8 RT,Point 9 RT,Response Time,Response Window,Stimulus Array Time,Tap 0 RT,Tap 1 RT,Tap 10 RT,Tap 11 RT,Tap 12 RT,Tap 13 RT,Tap 14 RT,Tap 2 RT,Tap 3 RT,Tap 4 RT,Tap 5 RT,Tap 6 RT,Tap 7 RT,Tap 8 RT,Tap 9 RT,Total Taps
nsinternal_am,2020-05-25T23:11:21.956Z,2020-05-25T23:11:21.956Z,,default,0,118.324356,92.4112549,Successful,Real,N/A,Mac OS X 10_13_6,511,1024,1.16.36,PST,0,Safari 12.1,Desktop,Intel Iris Pro OpenGL Engine,English,1,0,WebGLPlayer,256,0,1,3,"{99, 293}","{230, 224}",N/A,N/A,N/A,N/A,N/A,"{446, 61}",N/A,N/A,N/A,N/A,N/A,N/A,N/A,2116,8000,4000,600,883,N/A,N/A,N/A,N/A,N/A,633,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3
nsinternal_am,2020-05-25T23:11:21.956Z,2020-05-25T23:11:21.956Z,,default,1,117.775558,89.85929,Successful,Real,N/A,Mac OS X 10_13_6,511,1024,1.16.36,PST,0,Safari 12.1,Desktop,Intel Iris Pro OpenGL Engine,English,1,0,WebGLPlayer,256,0,1,3,"{456, 183}","{230, 224}",N/A,N/A,N/A,N/A,N/A,"{591, 244}",N/A,N/A,N/A,N/A,N/A,N/A,N/A,2450,8000,4000,1083,717,N/A,N/A,N/A,N/A,N/A,650,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3
nsinternal_am,2020-05-25T23:11:21.956Z,2020-05-25T23:11:21.956Z,,default,2,118.124031,89.9251251,Successful,Real,N/A,Mac OS X 10_13_6,511,1024,1.16.36,PST,0,Safari 12.1,Desktop,Intel Iris Pro OpenGL Engine,English,1,0,WebGLPlayer,256,0,1,4,"{456, 183}","{99, 293}",N/A,N/A,N/A,N/A,N/A,"{640, 122}","{230, 224}",N/A,N/A,N/A,N/A,N/A,N/A,3167,9000,5000,500,917,N/A,N/A,N/A,N/A,N/A,1000,750,N/A,N/A,N/A,N/A,N/A,N/A,4
nsinternal_am,2020-05-25T23:11:21.956Z,2020-05-25T23:11:21.956Z,,default,3,118.41243,101.056206,Successful,Real,N/A,Mac OS X 10_13_6,511,1024,1.16.36,PST,0,Safari 12.1,Desktop,Intel Iris Pro OpenGL Engine,English,1,0,WebGLPlayer,256,0,1,4,"{249, 41}","{640, 122}",N/A,N/A,N/A,N/A,N/A,"{99, 293}","{49, 102}",N/A,N/A,N/A,N/A,N/A,N/A,3650,9000,5000,1317,633,N/A,N/A,N/A,N/A,N/A,850,850,N/A,N/A,N/A,N/A,N/A,N/A,4
nsinternal_am,2020-05-25T23:11:21.956Z,2020-05-25T23:11:21.956Z,,default,4,118.865593,93.79104,Successful,Real,N/A,Mac OS X 10_13_6,511,1024,1.16.36,PST,0,Safari 12.1,Desktop,Intel Iris Pro OpenGL Engine,English,1,0,WebGLPlayer,256,0,1,5,"{99, 293}","{427, 315}",N/A,N/A,N/A,N/A,N/A,"{591, 244}","{230, 224}","{249, 41}",N/A,N/A,N/A,N/A,N/A,4283,10000,6000,633,633,N/A,N/A,N/A,N/A,N/A,1384,717,916,N/A,N/A,N/A,N/A,N/A,5
nsinternal_am,2020-05-25T23:11:21.956Z,2020-05-25T23:11:21.956Z,,default,5,118.614143,93.94306,Successful,Real,N/A,Mac OS X 10_13_6,511,1024,1.16.36,PST,0,Safari 12.1,Desktop,Intel Iris Pro OpenGL Engine,English,1,0,WebGLPlayer,256,0,1,5,"{640, 122}","{230, 224}",N/A,N/A,N/A,N/A,N/A,"{99, 293}","{456, 183}","{446, 61}",N/A,N/A,N/A,N/A,N/A,5100,10000,6000,1800,933,N/A,N/A,N/A,N/A,N/A,884,683,800,N/A,N/A,N/A,N/A,N/A,5
nsinternal_am,2020-05-25T23:11:21.956Z,2020-05-25T23:11:21.956Z,,default,6,118.437866,92.12204,Successful,Real,N/A,Mac OS X 10_13_6,511,1024,1.16.36,PST,0,Safari 12.1,Desktop,Intel Iris Pro OpenGL Engine,English,1,0,WebGLPlayer,256,0,1,6,"{446, 61}","{49, 102}",N/A,N/A,N/A,N/A,N/A,"{456, 183}","{230, 224}","{427, 315}","{249, 41}",N/A,N/A,N/A,N/A,5283,11000,7000,1550,733,N/A,N/A,N/A,N/A,N/A,633,717,900,750,N/A,N/A,N/A,N/A,6
nsinternal_am,2020-05-25T23:11:21.956Z,2020-05-25T23:11:21.956Z,,default,7,118.169411,86.37822,Successful,Real,N/A,Mac OS X 10_13_6,511,1024,1.16.36,PST,0,Safari 12.1,Desktop,Intel Iris Pro OpenGL Engine,English,1,0,WebGLPlayer,256,0,1,6,"{249, 41}","{446, 61}",N/A,N/A,N/A,N/A,N/A,"{640, 122}","{49, 102}","{99, 293}","{427, 315}",N/A,N/A,N/A,N/A,4766,11000,7000,783,800,N/A,N/A,N/A,N/A,N/A,717,816,617,1033,N/A,N/A,N/A,N/A,6
nsinternal_am,2020-05-25T23:11:21.956Z,2020-05-25T23:11:21.956Z,,default,8,120.062332,103.696831,Successful,Real,N/A,Mac OS X 10_13_6,511,1024,1.16.36,PST,0,Safari 12.1,Desktop,Intel Iris Pro OpenGL Engine,English,1,0,WebGLPlayer,256,0,1,7,"{49, 102}","{249, 41}",N/A,N/A,N/A,N/A,N/A,"{230, 224}","{99, 293}","{591, 244}","{456, 183}","{446, 61}",N/A,N/A,N/A,5150,12000,8000,583,567,N/A,N/A,N/A,N/A,N/A,700,1050,800,767,683,N/A,N/A,N/A,7
nsinternal_am,2020-05-25T23:11:21.956Z,2020-05-25T23:11:21.956Z,,default,9,120.211769,101.860924,Successful,Real,N/A,Mac OS X 10_13_6,511,1024,1.16.36,PST,0,Safari 12.1,Desktop,Intel Iris Pro OpenGL Engine,English,1,0,WebGLPlayer,256,0,0,7,"{456, 183}","{591, 244}",N/A,N/A,N/A,N/A,N/A,"{99, 293}","{230, 224}","{49, 102}","{427, 315}","{640, 122}",N/A,N/A,N/A,3300,12000,8000,734,900,N/A,N/A,N/A,N/A,N/A,933,733,N/A,N/A,N/A,N/A,N/A,N/A,4
